,Sentence,Sentiment
13077,see a nifty upmove but not overly long sandeep wagle,0
13078,see great valuations in indian markets currently arindam ghosh blackridge capital advisors,0
13079,see positivity around psu stocks at this point of time nandkumar surti,0
13080,see this week s upside continuing in next week too mitesh thacker miteshthacker,0
13081,see trailing stop for nifty at 8450 levels ashwani gujral,0
13082,seeing a large delta swing favouring escorts in fy 2012 avinash gorakshekar anagram capital,1
13083,seeing broader participation in market nifty may revisit 8 050 ashwani gujral,0
13084,seeing decent growth in auto stocks ahead networth stock broking,1
13085,seeing investors taking positions in good quality mid cap stocks deven choksey,1
13086,seeing sector rotation investors realigning portfolios sanjay dutt quantum securities,0
13087,seeing strong upmove for nifty for next 3 5 years ajay bodke prabhudas lilladher,1
13088,seek an exit from sks microfinance rajat bose,-1
13089,selan oil exploration shares rally on buy back plans,1
13090,select base metals declines on lower offtake,-1
13091,select base metals drop on global cues,-1
13092,select base metals fall on lower global trend,-1
13093,select base metals spurt on stockists offtake global cues,1
13094,select copra drops on reduced demand black pepper slips,-1
13095,select edible oils fall on sluggish demand global cues,-1
13096,select edible oils remain weak on stockists selling,-1
13097,select edible oils up on retailers demand,1
13098,select farm equipment agri stocks available at attractive valuations deven choksey,1
13099,select grains down on reduced offtake,-1
13100,selectusa arrives to lure smes to set up shop in usa,0
13101,selected commodities moved up,1
13102,selection panel for sebi chief reset pmo nominee included,0
13103,selects third party logistics leader transplace for best in class technology procurement capabilities leading specialty packaging manufacturer employs complete 3pl solution for supply chain visibility and transportation efficiency to increase service levels and on time deliveries,1
13104,self service and automation are in a bigger role now and fujitsu s global resources will be exploited effectively,1
13105,sell acc ltd with a stop loss of rs 1416 mitesh thacker,-1
13106,sell acc ltd with target of rs 1370 sandeep wagle,-1
13107,sell adani enterprises ltd with a target of rs 445 ashwani gujral,-1
13108,sell adani power with a target of rs 44 prakash gaba,-1
13109,sell allahabad bank with stop loss of rs 131 sandeep wagle,-1
13110,sell arvind ltd with a target of rs 135 mitesh thacker,-1
13111,sell arvind ltd with target price of rs 168 ashwani gujral,-1
13112,sell arvind with target price of rs 137 prakash gaba,-1
13113,sell ashok leyland ltd with a stop loss of rs 43 prakash gaba,-1
13114,sell asian paints ltd with target price of rs 450 mitesh thacker,-1
13115,sell bhel with a stop loss of rs 245 prakash gaba,-1
13116,sell bank of baroda with target price of rs 500 ashwani gujral,-1
13117,sell bank of baroda with target price of rs 505 ashwani gujral,-1
13118,sell bank of india with a target of rs 247 sandeep wagle,-1
13119,sell bank of india with target price of rs 160 prakash gaba,-1
13120,sell bharti airtel ltd with target price of rs 289 prakash gaba,-1
13121,sell bharti airtel with a target of rs 315 prakash gaba,-1
13122,sell bharti infratel ltd with a target of rs 242 vijay bhambwani,-1
13123,sell cesc ltd with a target of rs 587 ashwani gujral,-1
13124,sell cnx it with a target of rs 9650 mitesh thacker,-1
13125,sell cairn india ltd with stop loss around rs 257 prakash gaba,-1
13126,sell canara bank with a stop loss of rs 392 prakash gaba,-1
13127,sell crompton greaves with target price of rs 192 vijay bhambwani,-1
13128,sell dlf ltd with target price of rs 158 sandeep wagle,-1
13129,sell divi laboratories ltd with a stop loss of rs 1711 vijay bhambwani,-1
13130,sell divis lab with a target of rs 1305 sandeep wagle,-1
13131,sell divis laboratories ltd with a target of rs 1340 mitesh thacker,-1
13132,sell dr reddy laboratories ltd with a target of rs 2 388 vijay bhambwani,-1
13133,sell dr reddys with stop loss of rs 3192 mitesh thacker,-1
13134,sell federal bank with a target of rs 70 mitesh thacker,-1
13135,sell gail ltd with a stop loss of rs 378 sandeep wagle,-1
13136,sell glenmark with a stop loss of rs 731 vijay bhambwani,-1
13137,sell godrej industries with a stop loss of rs 293 sandeep wagle,-1
13138,sell hdfc with a stop loss of rs 968 sandeep wagle,-1
13139,sell hdfc with a target of rs 1 320 mitesh thacker,-1
13140,sell hdil ltd with a stop loss of rs 86 sandeep wagle,-1
13141,sell hul ltd with target price of rs 535 mitesh thacker,-1
13142,sell hexaware with target price of rs 109 prakash gaba,-1
13143,sell hindalco ltd with target price of rs 101 sandeep wagle,-1
13144,sell hindustan unilever ltd with a stop loss of rs 570 sandeep wagle,-1
13145,sell hindustan unilever with a stop loss of rs 731 mitesh thacker,-1
13146,sell icici bank with a target of rs 1390 sandeep wagle,-1
13147,sell itc at a stop loss of rs 349 vijay bhambwani,-1
13148,sell indiabulls realty with a target of rs 60 mitesh thacker,-1
13149,sell indusind bank with a stop loss of rs 560 ashwani gujral,-1
13150,sell jspl at a stop loss of rs 290 ashwani gujral,-1
